"WEEKEND","NL63","OC43","E229","HKU1","ILI","NL63_ILI","OC43_ILI","E229_ILI","HKU1_ILI","WEEKINDEX"
2017-04-22,0.00504715101607119,0.00650816841546022,0.00650816841546022,0.00146101739938903,0.0173442,8.7538796652942e-05,0.000112878974631425,0.000112878974631425,2.53401779784832e-05,147
2017-04-29,0.00499729875742842,0.00688816855753647,0.005537547271745,0.000945434900054025,0.0156303,7.81092787682334e-05,0.000107664141004862,8.65535251215559e-05,1.47774311183144e-05,148
2017-05-06,0.0043661766846165,0.00451171590743705,0.0043661766846165,0.0011643137825644,0.014128,6.1685344200262e-05,6.37415223402707e-05,6.1685344200262e-05,1.64494251200699e-05,149
2017-05-13,0.0056635542629726,0.00596969233124139,0.00382672585335987,0.00229603551201592,0.0127492,7.22057860094903e-05,7.61088014694627e-05,4.87876932496556e-05,2.92726159497934e-05,150
2017-05-20,0.00304043782304652,0.00456065673456978,0.00380054727880815,0.00152021891152326,0.012834,3.9020979020979e-05,5.85314685314685e-05,4.87762237762238e-05,1.95104895104895e-05,151
2017-05-27,0.00397398843930636,0.00523843930635838,0.00343208092485549,0.000541907514450867,0.0116663,4.63617413294798e-05,6.11132044797688e-05,4.00396856936416e-05,6.32205563583815e-06,152
2017-06-03,0.00433753943217666,0.00571766561514196,0.00177444794952681,0.00118296529968454,0.0110977,4.81367113564669e-05,6.34529376971609e-05,1.96922910094637e-05,1.31281940063091e-05,153
2017-06-10,0.00207598090097571,0.00394436371185385,0.001453186630683,0.000830392360390284,0.0104333,2.16593315341499e-05,4.11527299148848e-05,1.51615320739049e-05,8.66373261365996e-06,154
2017-06-17,0.00239338555265448,0.00130548302872063,0.000217580504786771,0.000652741514360313,0.00905151,2.16637532637076e-05,1.1816592689295e-05,1.96943211488251e-06,5.90829634464752e-06,155
2017-06-24,0.00142348754448399,0.00189798339264531,0.000948991696322657,0.000948991696322657,0.00902718,1.28500782918149e-05,1.71334377224199e-05,8.56671886120996e-06,8.56671886120996e-06,156
2017-07-01,0.00118238250073899,0.00325155187703222,0.000295595625184747,0.000591191250369495,0.00859531,1.01629441324268e-05,2.79480963641738e-05,2.54073603310671e-06,5.08147206621342e-06,157
2017-07-08,0.00164024056861673,0.00355385456533625,0.000820120284308365,0.00218698742482231,0.00818998,1.34335374521596e-05,2.91059978130126e-05,6.71676872607982e-06,1.79113832695462e-05,158
2017-07-15,0.0031813361611877,0.00397667020148462,0.000530222693531283,0.000265111346765642,0.00752505,2.39397136797455e-05,2.99246420996819e-05,3.98995227995758e-06,1.99497613997879e-06,159
2017-07-22,0.00238536973230851,0.00397561622051418,0.00106016432547045,0.00106016432547045,0.00731146,1.74405353829844e-05,2.90675589716406e-05,7.75134905910416e-06,7.75134905910416e-06,160
2017-07-29,0.00222779170147591,0.0025062656641604,0.000556947925368978,0.000835421888053467,0.00733295,1.63362851573378e-05,1.8378320802005e-05,4.08407128933445e-06,6.12610693400167e-06,161
2017-08-05,0.00416294974724948,0.00208147487362474,0.000594707106749926,0.000892060660124889,0.0073102,3.04319952423431e-05,1.52159976211716e-05,4.34742789176331e-06,6.52114183764496e-06,162
2017-08-12,0.0029086678301338,0.00232693426410704,0.00029086678301338,0.0014543339150669,0.0068834,2.0021524141943e-05,1.60172193135544e-05,2.0021524141943e-06,1.00107620709715e-05,163
2017-08-19,0.0055207026348808,0.00225846925972396,0.000501882057716437,0.000250941028858218,0.00732049,4.04142484316186e-05,1.65331016311167e-05,3.6740225846926e-06,1.8370112923463e-06,164
2017-08-26,0.00320829220138203,0.00148075024679171,0,0.00123395853899309,0.00911188,2.92335735439289e-05,1.34924185587364e-05,0,1.12436821322804e-05,165
2017-09-02,0.00661375661375661,0.00198412698412698,0.000220458553791887,0.000881834215167548,0.0102105,6.75297619047619e-05,2.02589285714286e-05,2.25099206349206e-06,9.00396825396825e-06,166
2017-09-09,0.00524590163934426,0.00153005464480874,0.000437158469945355,0.00109289617486339,0.0109495,5.744e-05,1.67533333333333e-05,4.78666666666667e-06,1.19666666666667e-05,167
2017-09-16,0.00454876273653566,0.00109170305676856,0.000545851528384279,0.000545851528384279,0.0109475,4.97975800582242e-05,1.19514192139738e-05,5.9757096069869e-06,5.9757096069869e-06,168
2017-09-23,0.00527983104540655,0.00175994368180218,0.000351988736360436,0.000703977472720873,0.0109775,5.79593453009504e-05,1.93197817669835e-05,3.86395635339669e-06,7.72791270679338e-06,169
2017-09-30,0.00691866351670604,0.00185622679716504,0.000506243671954101,0.00118123523455957,0.0118882,8.22504556193048e-05,2.20671954100574e-05,6.01832602092474e-06,1.40427607154911e-05,170
2017-10-07,0.00769354063151146,0.00208366725436769,0.000160282096489822,0.000961692578938932,0.0126589,9.73917615002404e-05,2.63769354063151e-05,2.02899503125501e-06,1.21739701875301e-05,171
2017-10-14,0.00782247765006386,0.00191570881226054,0,0.00159642401021711,0.0130479,0.000102066906130268,2.49959770114943e-05,0,2.08299808429119e-05,172
2017-10-21,0.00882572924457741,0.00284218399401645,0.000299177262528048,0.00254300673148841,0.0134075,0.000118330964846672,3.81065818997756e-05,4.0112191473448e-06,3.40953627524308e-05,173
2017-10-28,0.0113571017826337,0.00589419206440483,0.000143760782058654,0.00460034502587694,0.0151674,0.000172257705577918,8.93995687176538e-05,2.18047728579643e-06,6.97752731454859e-05,174
2017-11-04,0.0121366073948631,0.00508044030482642,0.000141123341800734,0.00649167372283376,0.0174583,0.000211884532881739,8.86958509737511e-05,2.46377363815975e-06,0.000113333587355349,175
2017-11-11,0.0183246073298429,0.00890052356020942,0.000261780104712042,0.00719895287958115,0.0188708,0.0003458,0.00016796,4.94e-06,0.00013585,176
2017-11-18,0.0238422169516914,0.0118586942953439,0.00049931344401448,0.00823867182623892,0.0205923,0.000490966084134315,0.00024419779053801,1.02820122331794e-05,0.00016965320184746,177
2017-11-25,0.0278884462151394,0.0136007693364473,0.000274763016897926,0.00920456106608051,0.0227971,0.000635775697211155,0.000310058098639923,6.2637999725237e-06,0.000209837299079544,178
2017-12-02,0.040040263952578,0.0157700480930545,0.00156582037803378,0.016329269656638,0.0228379,0.000914435544122581,0.000360154781344369,3.57600492114976e-05,0.000372926227491332,179
2017-12-09,0.041698927109833,0.0174759429266674,0.000331821701139255,0.0151531910186926,0.0258278,0.00107699154960734,0.00045136515872138,8.57022453268444e-06,0.000391373586992589,180
2017-12-16,0.0503056768558952,0.0170305676855895,0.000262008733624454,0.0195633187772926,0.0336558,0.00169307779912664,0.000573177379912664,8.8181135371179e-06,0.000658419144104804,181
2017-12-23,0.0541206457094308,0.0263381478334749,0.000509770603228547,0.0285471537807986,0.0473117,0.00256053975361088,0.00124610254885302,2.41181138487681e-05,0.00135061437553101,182
